,zip,ghi
38307,90220,5.326292753000001
38308,90221,5.348206043
38309,90222,5.374194781
38310,90223,5.374194781
38311,90224,5.37361598
38319,90242,5.3786542415000005
38320,90245,5.484810352666666
38321,90247,5.4761154654999995
38322,90248,5.37361598
38323,90249,5.4761154654999995
38324,90250,5.4761154654999995
38325,90251,5.4761154654999995
38326,90254,5.502200127
38327,90255,5.3966543675
38328,90260,5.482232094
38329,90261,5.4761154654999995
38330,90262,5.3786542415000005
38334,90266,5.492216110499999
38335,90267,5.492216110499999
38336,90270,5.3966543675
38338,90274,none
38339,90275,none
38340,90277,none
38341,90278,5.482232094
38342,90280,5.3966543675
38346,90293,5.48721206225
38349,90296,5.48721206225
38350,90301,5.4761154654999995
38351,90302,5.4811897279999995
38352,90303,5.4761154654999995
38353,90304,5.4761154654999995
38354,90305,5.4761154654999995
38355,90306,5.4761154654999995
38356,90307,5.4761154654999995
38357,90308,5.4761154654999995
38358,90309,5.4811897279999995
38359,90310,5.4761154654999995
38360,90311,5.4761154654999995
38361,90312,5.4761154654999995
38362,90313,5.4761154654999995
38363,90397,5.4761154654999995
38364,90398,5.4761154654999995
38376,90501,none
38377,90502,none
38378,90503,none
38379,90504,none
38380,90505,none
38381,90506,5.482232094
38382,90507,none
38383,90508,none
38384,90509,none
38385,90510,none
38397,90620,5.3698439595
38399,90622,5.3698439595
38424,90706,5.348206043
38425,90707,5.348206043
38426,90710,none
38427,90711,5.348206043
38428,90712,5.348206043
38430,90714,5.348206043
38431,90715,5.3582431075
38432,90716,5.33009660225
38433,90717,none
38436,90723,5.3786542415000005
38437,90731,none
38438,90732,none
38439,90733,none
38440,90734,none
38444,90744,5.264999866
38445,90745,5.264999866
38446,90746,5.264999866
38447,90747,5.264999866
38448,90748,5.264999866
38449,90749,5.264999866
38451,90801,5.310677369333334
38452,90802,5.310677369333334
38455,90805,5.348206043
38456,90806,5.310677369333334
38457,90807,5.310677369333334
38460,90810,5.2699997425
38461,90813,5.310677369333334
38465,90831,5.310677369333334
38466,90832,5.310677369333334
38467,90833,5.310677369333334
38468,90834,5.310677369333334
38469,90835,5.310677369333334
38472,90844,5.310677369333334
38473,90845,5.310677369333334
38475,90847,5.310677369333334
38476,90848,5.310677369333334
38478,90888,5.310677369333334
38479,90895,5.310677369333334
38480,90899,5.310677369333334
38818,92039,5.3420081137499995
38862,92106,5.412620226666665
38863,92107,5.412620226666665
38866,92110,5.395931815999999
38874,92118,5.436874031999999
38888,92133,5.436874031999999
38893,92138,5.395931815999999
38895,92140,5.436874031999999
38899,92147,5.436874031999999
38902,92152,5.412620226666665
38914,92166,5.412620226666665
38915,92167,5.412620226666665
38930,92186,5.436874031999999
38984,92266,5.8470351695
39004,92305,5.775798797714287
39013,92315,5.819751126428572
39020,92323,5.816093445
39028,92332,5.825006008
39173,92626,5.311420321375
39223,92708,5.333242825
39238,92804,5.352942398428572
39246,92814,5.352942398428572
39263,92841,5.352942398428572
39265,92843,5.347390242857143
39266,92844,5.347040414666666
39325,93042,none
39367,93208,5.2525100707500005
39376,93222,5.546379089
39379,93225,5.594472725999999
39400,93252,5.67645943175
39408,93262,5.136979103
39522,93522,5.747786522
39564,93602,5.22945106025
39567,93605,5.214513302
39589,93628,5.161204020333334
39593,93634,none
39601,93642,none
40237,95223,5.171061039
40282,95314,none
40289,95321,5.2506766318
40325,95364,none
40335,95375,5.235999584
40348,95389,5.232474089
40449,95543,4.408480072
40522,95646,5.416477044333334
40581,95720,5.359647989
40651,95915,5.069720745
40714,95983,5.038999966142858
40729,96010,4.7831602095
40770,96061,4.997355052285714
40779,96071,4.996530373666666
41227,97003,none
41250,97028,4.0976759434
41439,97350,4.298214197249999
41481,97406,4.1810537575
41488,97413,4.020999432
41497,97425,4.622493266999999
41532,97463,none
41557,97492,3.9343988893333335
41626,97730,4.4530364038000005
41629,97733,4.6985633374999995
41644,97759,none
41655,97820,4.3128889082
41672,97842,4.106235384750001
41690,97873,4.310439427666666
41694,97877,4.3126957415
41771,98062,3.383735567375
41775,98068,3.3946457504999996
41825,98146,3.383735567375
41864,98222,3.451714993
41882,98241,3.237878799
41883,98243,none
41885,98245,none
41889,98250,none
41899,98261,none
41904,98267,3.224800189333333
41914,98279,3.43193531
41915,98280,none
41916,98281,none
41918,98283,none
41920,98286,none
41930,98297,none
41932,98304,3.421724081
42010,98397,3.4677247046000006
42011,98398,3.461446464
42216,98826,4.062744141
42238,98852,none
42260,98929,4.155096054
42346,99139,3.555075367166667
42358,99153,3.532155831666667
